path,tracked,git_status,category,recommended_action,destructive_action_permitted,notes
docs/reports/task_353_regime_continuation_sleeve/task_353_regime_continuation_sleeve.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_354_regime_sleeve_deployment/task_354_final_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_354_regime_sleeve_deployment/task_354_live_decision_reconstruction.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_354_regime_sleeve_deployment/task_354_regime_sleeve_deployment.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_355_anchored_oos_failure_uplift/task_355_anchored_oos_failure_uplift.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_355_anchored_oos_failure_uplift/task_355_final_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3561_3570_ops_cleanup_skillization/task_3561_3570_ops_cleanup_skillization.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3561_3570_ops_cleanup_skillization/task_3570_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_356_event_shock_regime_audit/task_356_event_shock_regime_audit.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_356_event_shock_regime_audit/task_356_final_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3571_3580_db_data_ops_audit/task_3571_3580_db_data_ops_audit.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3571_3580_db_data_ops_audit/task_3580_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_357_endogenous_state_gated_allocator/task_357_endogenous_state_gated_allocator.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_357_endogenous_state_gated_allocator/task_357_final_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3581_3600_db_governance_systemization/task_3581_3600_db_governance_systemization.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3581_3600_db_governance_systemization/task_3600_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_358_state_gated_execution_refinement/task_358_final_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_358_state_gated_execution_refinement/task_358_state_gated_execution_refinement.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3601_3640_db_management_program/task_3601_3640_db_management_program.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3601_3640_db_management_program/task_3640_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_360_shadow_integration/task_360_shadow_integration.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_361_participation_quality/task_361_participation_quality.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_362_healthy_expansion_aggressive_policy/task_362_healthy_expansion_aggressive_policy.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_363_add_relay_lifecycle/task_363_add_relay_lifecycle.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3641_3660_db_loop_contract_schema/task_3641_3660_db_loop_contract_schema.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3641_3660_db_loop_contract_schema/task_3660_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_364_lifecycle_replay/task_364_lifecycle_replay.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3651_3670_db_registered_loop_runner/task_3651_3670_db_registered_loop_runner.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3651_3670_db_registered_loop_runner/task_3670_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_365_event_lifecycle/task_365_event_lifecycle.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_366_multi_event_dataset/task_366_multi_event_dataset.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3671_3680_market_bars_cached_adapter/task_3671_3680_market_bars_cached_adapter.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3671_3680_market_bars_cached_adapter/task_3680_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_367_source_truth_replay/task_367_source_truth_replay.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3681_3720_db_auto_freshness_loop/task_3681_3720_db_auto_freshness_loop.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3681_3720_db_auto_freshness_loop/task_3720_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_368_source_truth_lineage/task_368_source_truth_lineage.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_369_event_capture/task_369_event_capture.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_370_source_time_capture/task_370_source_time_capture.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_371_source_time_capture/task_371_source_time_capture.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3721_3760_source_acquisition_runtime_loop/task_3721_3760_source_acquisition_runtime_loop.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3721_3760_source_acquisition_runtime_loop/task_3760_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_372_historical_source_backfill/task_372_historical_source_backfill.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_373_definition_audit/task_373_definition_audit.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_374_forward_pure_breakout/task_374_forward_pure_breakout.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_375_forward_persistence/task_375_forward_persistence.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3761_3800_db_source_scheduler_config_freshness_validator/task_3761_3800_db_source_scheduler_config_freshness_validator.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3761_3800_db_source_scheduler_config_freshness_validator/task_3800_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_376_persistence_universe_rebuild/persistence_universe_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_376_persistence_universe_rebuild/task_376_persistence_universe_rebuild.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_377_lifecycle_coverage_expansion/task_377_lifecycle_coverage_expansion.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_377_lifecycle_coverage_expansion/task_377_summary_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_378_lifecycle_recovery/task_378_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_378_lifecycle_recovery/task_378_lifecycle_recovery.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_379_lifecycle_identity_reconciliation/task_379_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_379_lifecycle_identity_reconciliation/task_379_lifecycle_identity_reconciliation.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3807_gpt_chrome_skill_retirement/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3807_gpt_chrome_skill_retirement/task_3807_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3807_gpt_chrome_skill_retirement/task_3807_gpt_chrome_skill_retirement.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3808_codex_gpt_expert_relay_skill/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3808_codex_gpt_expert_relay_skill/task_3808_codex_gpt_expert_relay_skill.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_3808_codex_gpt_expert_relay_skill/task_3808_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_380_identity_review_protocol/task_380_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
